seg_th,part_energy(W/m2)
1316,28349.771484
1317,31318.539062
1318,34274.273438
1319,37103.359375
1320,39696.640625
1321,41950.054688
1322,43790.683594
1323,45170.542969
1324,46073.160156
1325,46498.785156
1326,46457.175781
1327,45952.675781
1328,44984.847656
1329,43562.820312
1330,41708.710938
1331,39469.937500
1332,36919.605469
1333,34142.535156
1334,31235.638672
1335,28294.421875
1336,25409.896484
1337,22663.937500
1338,20128.113281
1339,17851.404297
1340,15868.687500
1341,14189.874023
1342,12806.748047
1343,11693.406250
1344,10804.449219
1345,10088.248047
1346,9493.333008
1347,8983.640625
1348,8547.938477
1349,8201.280273
1350,7974.516602
1351,7895.116211

1352,7608.402344
1353,7699.419434
1354,7961.746582
1355,8356.424805
1356,8848.621094
1357,9411.922852
1358,10056.454102
1359,10817.023438
1360,11746.886719
1361,12900.069336
1362,14316.291992
1363,16014.677734
1364,17999.929688
1365,20259.097656
1366,22771.884766
1367,25502.666016
1368,28392.845703
1369,31363.400391
1370,34316.972656
1371,37138.886719
1372,39721.058594
1373,41960.519531
1374,43786.011719
1375,45152.125000
1376,46044.265625
1377,46463.906250
1378,46419.960938
1379,45915.796875
1380,44948.808594
1381,43525.609375
1382,41668.187500
1383,39423.855469
1384,36867.808594
1385,34087.406250
1386,31181.333984
1387,28245.841797
1388,25371.386719
1389,22638.394531
1390,20116.890625
1391,17852.914062
1392,15880.644531
1393,14209.266602
1394,12830.347656
1395,11718.561523
1396,10829.515625
1397,10112.475586
1398,9516.683594
1399,9006.684570
1400,8571.282227
1401,8225.523438
1402,7999.681641
1403,7920.544434

1404,7582.302734
1405,7674.299316
1406,7938.873047
1407,8336.246094
1408,8829.974609
1409,9393.527344
1410,10037.144531
1411,10797.781250
1412,11729.956055
1413,12888.324219
1414,14312.806641
1415,16020.273438
1416,18013.824219
1417,20280.148438
1418,22798.283203
1419,25533.162109
1420,28426.351562
1421,31398.017578
1422,34349.863281
1423,37166.140625
1424,39739.781250
1425,41969.164062
1426,43784.242188
1427,45140.929688
1428,46024.843750
1429,46437.832031
1430,46388.058594
1431,45879.394531
1432,44909.093750
1433,43482.695312
1434,41622.238281
1435,39374.515625
1436,36815.285156
1437,34033.632812
1438,31129.611328
1439,28200.103516
1440,25335.029297
1441,22613.371094
1442,20103.921875
1443,17850.458984
1444,15886.920898
1445,14222.302734
1446,12848.029297
1447,11738.745117
1448,10850.224609
1449,10132.000977
1450,9533.800781
1451,9020.993164
1452,8583.076172
1453,8235.796875
1454,8009.069824
1455,7929.561035

1456,7568.235840
1457,7660.540039
1458,7925.622559
1459,8323.912109
1460,8818.208984
1461,9382.834961
1462,10027.828125
1463,10791.378906
1464,11727.889648
1465,12891.295898
1466,14320.859375
1467,16031.567383
1468,18025.787109
1469,20291.156250
1470,22807.417969
1471,25540.888672
1472,28433.990234
1473,31406.314453
1474,34358.714844
1475,37174.664062
1476,39747.503906
1477,41976.281250
1478,43790.968750
1479,45146.933594
1480,46028.117188
1481,46435.882812
1482,46377.765625
1483,45859.558594
1484,44880.332031
1485,43446.386719
