seg_th,part_energy(W/m2)
1542,34927.597656
1543,31633.958984
1544,28173.488281
1545,24594.966797
1546,20977.578125
1547,17419.613281
1548,14033.570312
1549,10922.753906
1550,8179.200195
1551,5865.135742
1552,4006.696777
1553,2593.959473
1554,1583.836426
1555,906.764771
1556,484.305328
1557,243.295258
1558,122.621231
1559,86.719864

1560,103.777237
1561,142.356323
1562,270.489990
1563,522.596252
1564,953.463867
1565,1626.105713
1566,2611.146973
1567,3971.240234
1568,5751.814941
1569,7981.452148
1570,10650.182617
1571,13714.065430
1572,17092.406250
1573,20675.138672
1574,24341.226562
1575,27974.003906
1576,31484.431641
1577,34813.183594
1578,37933.609375
1579,40832.296875
1580,43500.246094
1581,45905.140625
1582,47994.671875
1583,49686.695312
1584,50891.460938
1585,51527.953125
1586,51549.558594
1587,50950.593750
1588,49768.765625
1589,48084.332031
1590,45985.300781
1591,43560.164062
1592,40873.593750
1593,37964.167969
1594,34851.976562
1595,31547.582031
1596,28077.787109
1597,24492.218750
1598,20872.833984
1599,17318.958984
1600,13943.842773
1601,10849.079102
1602,8124.133301
1603,5828.238281
1604,3984.998047
1605,2583.322998
1606,1580.507324
1607,907.333740
1608,486.284729
1609,245.397141
1610,124.442879
1611,88.495430

1612,101.630318
1613,139.592438
1614,266.074097
1615,515.506836
1616,943.337585
1617,1613.287598
1618,2597.248047
1619,3959.918213
1620,5747.842773
1621,7989.833496
1622,10674.578125
1623,13754.178711
1624,17142.482422
1625,20724.791016
1626,24377.525391
1627,27985.775391
1628,31465.681641
1629,34764.433594
1630,37862.101562
1631,40748.867188
1632,43417.281250
1633,45832.707031
1634,47938.828125
1635,49648.324219
1636,50866.933594
1637,51511.285156
1638,51534.414062
1639,50932.468750
1640,49745.332031
1641,48054.988281
1642,45950.488281
1643,43520.320312
1644,40828.695312
1645,37914.300781
1646,34796.449219
1647,31485.437500
1648,28008.343750
1649,24415.976562
1650,20792.933594
1651,17240.384766
1652,13872.879883
1653,10791.044922
1654,8082.106445
1655,5802.326660
1656,3972.501709
1657,2580.297607
1658,1583.047974
1659,912.093750
1660,490.969177
1661,249.119278
1662,127.298332
1663,91.084389

1664,99.936722
1665,137.357803
1666,262.540833
1667,509.760590
1668,935.224670
1669,1603.505371
1670,2587.602539
1671,3954.070312
1672,5750.348145
1673,8005.011230
1674,10705.335938
1675,13799.797852
1676,17197.695312
1677,20780.619141
1678,24422.728516
1679,28010.763672
1680,31464.763672
1681,34737.425781
1682,37813.867188
1683,40687.195312
1684,43350.785156
1685,45767.695312
1686,47878.230469
1687,49591.339844
1688,50810.789062
1689,51453.769531
